code	english_name	vietnamese_name
K283	Acute gastrojejunal ulcer without hemorrhage or perforation	Loét dạ dày- hỗng tràng: Cấp không có xuất huyết hay thủng
K284	Chronic or unspecified gastrojejunal ulcer with hemorrhage	 Loét dạ dày- hỗng tràng: Mạn hay không xác định, có xuất huyết
K285	Chronic or unspecified gastrojejunal ulcer with perforation	Loét dạ dày- hỗng tràng: Mạn hay không xác định, có thủng
K286	Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation	Loét dạ dày- hỗng tràng: Mạn hay không xác định có xuất huyết và thủng
K287	Chronic gastrojejunal ulcer without hemorrhage or perforation	Loét dạ dày- hỗng tràng: Mạn không có xuất huyết hay thủng
K289	Gastrojejunal ulcer, unspecified as acute or chronic, without hemorrhage or perforation	Loét dạ dày- hỗng tràng: Không xác định là cấp hay mạn, không xuất huyết hay thủng
K310	Acute dilatation of stomach	Giãn dạ dày cấp
K311	Adult hypertrophic pyloric stenosis	Hẹp môn vị do phì đại ở người lớn
K312	Hourglass stricture and stenosis of stomach	Hẹp dạ dày và chít hẹp dạng đồng hồ cát
K313	Pylorospasm, not elsewhere classified	Co thắt môn vị, không phân loại nơi khác
K314	Gastric diverticulum	Túi thừa dạ dày
K315	Obstruction of duodenum	Tắc tá tràng
K316	Fistula of stomach and duodenum	Rò dạ dày và tá tràng
K317	Polyp of stomach and duodenum	Polyp dạ dày và tá tràng
K319	Disease of stomach and duodenum, unspecified	Bệnh dạ dày và tá tràng, không đặc hiệu
K352	Acute appendicitis with generalized peritonitis	Viêm ruột thừa cấp kèm viêm phúc mạc toàn bộ
K353	Acute appendicitis with localized peritonitis	Viêm ruột thừa cấp kèm viêm phúc mạc khu trú
K380	Hyperplasia of appendix	Tăng sản ở ruột thừa
K381	Appendicular concretions	Sỏi ở ruột thừa
K382	Diverticulum of appendix	Túi thừa của ruột thừa
K383	Fistula of appendix	Rò ruột thừa
K388	Other specified diseases of appendix	Bệnh ruột thừa đặc hiệu khác
K389	Disease of appendix, unspecified	Bệnh ruột thừa, không đặc hiệu
K420	Umbilical hernia with obstruction, without gangrene	Thoát vị rốn có tắc, không hoại tử
K421	Umbilical hernia with gangrene	Thoát vị rốn có hoại tử
K429	Umbilical hernia without obstruction or gangrene	Thoát vị rốn, không tắc hay hoại tử
K430	Incisional hernia with obstruction, without gangrene	Thoát vị qua đường mổ có tắc nghẽn, không hoại thư
K431	Incisional hernia with gangrene	Thoát vị thành bụng có hoại tử
K432	Incisional hernia without obstruction or gangrene	Thoát vị qua đường mổ không tắc hoặc hoại thư
K433	Parastomal hernia with obstruction, without gangrene	hoát vị cạnh lỗ mở thông có tắc, không hoại tử
K434	Parastomal hernia with gangrene	Thoát vị cạnh lỗ mở thông có hoại tử
K435	Parastomal hernia without obstruction or gangrene	Thoát vị cạnh lỗ mở thông không tắc hay hoại tử
K436	Other and unspecified ventral hernia with obstruction, without gangrene	Thoát vị thành bụng khác và không xác định có tắc, không hoại tử
K437	Other and unspecified ventral hernia with gangrene	Thoát vị thành bụng khác và không xác định có hoại thư
K439	Ventral hernia without obstruction or gangrene	Thoát vị bụng không tắc hay hoại thư
K440	Diaphragmatic hernia with obstruction, without gangrene	Thoát vị hoành có tắc, không hoại tử
K441	Diaphragmatic hernia with gangrene	Thoát vị hoành có hoại tử
K449	Diaphragmatic hernia without obstruction or gangrene	Thoát vị hoành, không tắc hay hoại tử
K450	Other specified abdominal hernia with obstruction, without gangrene	Thoát vị thành bụng xác định khác có tắc, không hoại thư
K451	Other specified abdominal hernia with gangrene	Thoát vị thành bụng đặc hiệu khác, có hoại tử
K458	Other specified abdominal hernia without obstruction or gangrene	Thoát vị thành bụng đặc hiệu khác, không tắc hay hoại tử
K460	Unspecified abdominal hernia with obstruction, without gangrene	Thoát vị thành bụng không đặc hiệu có tắc, không hoại tử
K461	Unspecified abdominal hernia with gangrene	Thoát vị thành bụng không đặc hiệu, có hoại tử
K469	Unspecified abdominal hernia without obstruction or gangrene	Thoát vị thành bụng không đặc hiệu, không tắc hay hoại tử
K520	Gastroenteritis and colitis due to radiation	Viêm dạ dày- ruột và đại tràng do tia xạ
K521	Toxic gastroenteritis and colitis	Viêm dạ dày- ruột và đại tràng do nhiễm độc
K522	Allergic and dietetic gastroenteritis and colitis	iêm dạ dày- ruột và đại tràng do dị ứng và thức ăn
K523	Indeterminate colitis	Viêm đại tràng không xác định
K529	Noninfective gastroenteritis and colitis, unspecified	Viêm dạ dày- ruột và đại tràng không nhiễm trùng, không đặc hiệu
K550	Acute vascular disorders of intestine	Rối loạn mạch máu ruột cấp tính
K551	Chronic vascular disorders of intestine	Rối loạn mạch máu ruột mạn
K558	Other vascular disorders of intestine	Rối loạn mạch máu khác của ruột
K559	Vascular disorder of intestine, unspecified	Rối loạn mạch máu ở ruột, không đặc hiệu
K560	Paralytic ileus	Liệt ruột
K561	Intussusception	Lồng ruột
K562	Volvulus	Xoắn ruột
K563	Gallstone ileus	Tắc ruột do sỏi mật
K565	Intestinal adhesions [bands] with obstruction (postprocedural) (postinfection)	Dính ruột [thành dải] có tắc nghẽn
K567	Ileus, unspecified	Liệt ruột, không đặc hiệu
K580	Irritable bowel syndrome with diarrhea	Hội chứng ruột kích thích có tiêu chảy
K581	Irritable bowel syndrome with constipation	Hội chứng ruột kích thích, với tiêu chảy chủ yếu [IBS- D]
K582	Mixed irritable bowel syndrome	Hội chứng ruột kích thích, với táo bón chủ yếu [IBS- C]
K588	Other irritable bowel syndrome	Hội chứng ruột kích thích, với tiêu chảy và táo bón chủ yếu [IBS- M]
K589	Irritable bowel syndrome, unspecified	Hội chứng ruột kích thích, không xác định
K591	Functional diarrhea	Tiêu chảy chức năng
K592	Neurogenic bowel, not elsewhere classified	Rối loạn ruột do nguyên nhân thần kinh, không phân loại nơi khác
K593	Megacolon, not elsewhere classified	Phình đại tràng, không phần loại nơi khác
K594	Anal spasm	Co thắt hậu môn
K598	Other specified functional intestinal disorders	Rối loạn chức năng ruột đặc hiệu khác
K599	Functional intestinal disorder, unspecified	Rối loạn ruột chức năng, không đặc hiệu
K600	Acute anal fissure	Nứt kẽ hậu môn cấp
K601	Chronic anal fissure	Nứt kẽ hậu môn mạn
K602	Anal fissure, unspecified	Nứt ống hậu môn, không đặc hiệu
K603	Anal fistula	Rò hậu môn
K604	Rectal fistula	Rò trực tràng
K605	Anorectal fistula	Rò hậu môn trực tràng
K610	Anal abscess	Áp xe hậu môn
K611	Rectal abscess	Áp xe trực tràng
K612	Anorectal abscess	Áp xe hậu môn trực tràng
K613	Ischiorectal abscess	Áp xe ụ ngồi- trực tràng
K614	Intrasphincteric abscess	Áp xe trong cơ thắt hậu môn
K615	Supralevator abscess	Áp xe cơ nâng trên
K620	Anal polyp	Polyp hậu môn
K621	Rectal polyp	Polyp trực tràng
K622	Anal prolapse	 Sa hậu môn
K623	Rectal prolapse	Sa trực tràng qua hậu môn
K624	Stenosis of anus and rectum	Hẹp trực tràng và ống hậu môn
K625	Hemorrhage of anus and rectum	Xuất huyết hậu môn và trực tràng
K626	Ulcer of anus and rectum	Loét hậu môn và trực tràng
K627	Radiation proctitis	Viêm trực tràng do tia xạ
K629	Disease of anus and rectum, unspecified	Bệnh hậu môn và trực tràng, không đặc hiệu
K630	Abscess of intestine	Áp xe ruột
K631	Perforation of intestine (nontraumatic)	Thủng ruột (không có chấn thương)
K632	Fistula of intestine	Rò ruột
K633	Ulcer of intestine	 Loét ruột
K634	Enteroptosis	Sa ruột
K635	Polyp of colon	Polyp đại tràng
K639	Disease of intestine, unspecified	Bệnh ruột, không đặc hiệu
K640	First degree hemorrhoids	Trĩ độ I
K641	Second degree hemorrhoids	Trĩ độ II
K642	Third degree hemorrhoids	Trĩ độ III
K643	Fourth degree hemorrhoids	Trĩ độ IV
K644	Residual hemorrhoidal skin tags	Nếp da thừa hậu môn do trĩ sót lại
K645	Perianal venous thrombosis	Huyết khối tĩnh mạch quanh hậu môn
K648	Other hemorrhoids	Trĩ xác định khác
K649	Unspecified hemorrhoids	Trĩ, không đặc hiệu
K650	Generalized (acute) peritonitis	Viêm phúc mạc cấp
K651	Peritoneal abscess	Áp xe phúc mạc
K652	Spontaneous bacterial peritonitis	Viêm phúc mạc do vi khuẩn tự phát
K653	Choleperitonitis	Viêm phúc mạc
K654	Sclerosing mesenteritis	Viêm mạc treo xơ hóa
K658	Other peritonitis	Viêm phúc mạc khác
K659	Peritonitis, unspecified	Viêm phúc mạc, không đặc hiệu
K660	Peritoneal adhesions (postprocedural) (postinfection)	Dính phúc mạc
K661	Hemoperitoneum	Cổ trướng máu
K668	Other specified disorders of peritoneum	Bệnh lý đặc hiệu khác của phúc mạc
K669	Disorder of peritoneum, unspecified	 Bệnh lý của phúc mạc, không đặc hiệu
K682	Retroperitoneal fibrosis	Xơ hóa sau phúc mạc
K683	Retroperitoneal hematoma	Tụ máu sau phúc mạc
K689	Other disorders of retroperitoneum	Các rối loạn khác của phúc mạc sau
K700	Alcoholic fatty liver	Gan nhiễm mỡ do rượu
K701	Alcoholic hepatitis	Viêm gan do rượu
K702	Alcoholic fibrosis and sclerosis of liver	Bệnh xơ hoá gan do rượu
K709	Alcoholic liver disease, unspecified	Bệnh gan do rượu, không đặc hiệu
K710	Toxic liver disease with cholestasis	Bệnh gan nhiễm độc, có ứ mật
K712	Toxic liver disease with acute hepatitis	Bệnh gan nhiễm độc có viêm gan cấp
K713	Toxic liver disease with chronic persistent hepatitis	Bệnh gan nhiễm độc có viêm gan mạn dai dẳng
K714	Toxic liver disease with chronic lobular hepatitis	Bệnh gan nhiễm độc có viêm tiểu thuỳ gan mạn
K716	Toxic liver disease with hepatitis, not elsewhere classified	Bệnh gan nhiễm độc có viêm gan, không phân loại nơi khác
K717	Toxic liver disease with fibrosis and cirrhosis of liver	Bệnh gan nhiễm độc có xơ hoá và xơ gan
K718	Toxic liver disease with other disorders of liver	Bệnh gan nhiễm độc có rối loạn khác của gan
K719	Toxic liver disease, unspecified	Bệnh gan nhiễm độc, không đặc hiệu
K730	Chronic persistent hepatitis, not elsewhere classified	Viêm gan mạn trường diễn, không phân loại nơi khác
K731	Chronic lobular hepatitis, not elsewhere classified	Viêm tiểu thuỳ gan mạn, không phân loại nơi khác
K732	Chronic active hepatitis, not elsewhere classified	Viêm gan mạn hoạt động, không phân loại nơi khác
K738	Other chronic hepatitis, not elsewhere classified	Viêm gan mạn khác, không phân loại nơi khác
K739	Chronic hepatitis, unspecified	Viêm gan mạn, không đặc hiệu
K740	Hepatic fibrosis	Gan xơ hoá
K741	Hepatic sclerosis	Gan xơ cứng
K742	Hepatic fibrosis with hepatic sclerosis	Gan xơ hoá với gan xơ cứng
K743	Primary biliary cirrhosis	Xơ gan mật tiên phát
K744	Secondary biliary cirrhosis	Xơ gan mật thứ phát
K745	Biliary cirrhosis, unspecified	Xơ gan mật không đặc hiệu
K750	Abscess of liver	Áp xe gan
K751	Phlebitis of portal vein	Viêm tĩnh mạch của tĩnh mạch cửa
K752	Nonspecific reactive hepatitis	Viêm gan tái hoạt động, không đặc hiệu
K753	Granulomatous hepatitis, not elsewhere classified	Viêm gan dạng u hạt, không phân loại nơi khác
K754	Autoimmune hepatitis	Viêm gan tự miễn
K759	Inflammatory liver disease, unspecified	Bệnh viêm gan, không đặc hiệu
K760	Fatty (change of) liver, not elsewhere classified	Gan (biến đổi) nhiễm mỡ, không phân loại nơi khác
K761	Chronic passive congestion of liver	Xung huyết thụ động mạn tính ở gan
K762	Central hemorrhagic necrosis of liver	Hoại tử xuất huyết trung tâm tiểu thuỳ gan
K763	Infarction of liver	Nhồi máu gan
K764	Peliosis hepatis	Bệnh ứ máu xoang gan
K765	Hepatic veno-occlusive disease	Bệnh tắc tĩnh mạch trên gan
K766	Portal hypertension	Tăng áp lực tĩnh mạch cửa
K767	Hepatorenal syndrome	Hội chứng gan- thận
K769	Liver disease, unspecified	Bệnh gan, không đặc hiệu
K810	Acute cholecystitis	Viêm túi mật cấp
K811	Chronic cholecystitis	Viêm túi mật mạn
K812	Acute cholecystitis with chronic cholecystitis	Viêm túi mật cấp có viêm túi mật mạn tính
K819	Cholecystitis, unspecified	Viêm túi mật, không đặc hiệu
K820	Obstruction of gallbladder	Tắc túi mật
K821	Hydrops of gallbladder	Tràn dịch túi mật
K822	Perforation of gallbladder	Thủng túi mật
K823	Fistula of gallbladder	Rò túi mật
K824	Cholesterolosis of gallbladder	Tích tụ Cholesterol ở túi mật
K828	Other specified diseases of gallbladder	Bệnh đặc hiệu khác của túi mật
K829	Disease of gallbladder, unspecified	Bệnh của túi mật, không đặc hiệu
K830	Cholangitis	Viêm đường mật
